"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","p_val_adj_plot","Significance","Assay","CellTypeDeep","Comparison"
2.64556987468412e-08,-2.20423625970549,0.029,0.373,0.00203322627148973,"Cenpn-201",0.00203322627148973,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.64556987468412e-08,-2.1719932354213,0.029,0.373,0.00203322627148973,"Usp5-202",0.00203322627148973,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.66153506055416e-08,-2.75810165998876,0.038,0.392,0.00204549615543829,"Ndrg1-201",0.00204549615543829,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.66316344847438e-08,-1.62866957365033,0.077,0.49,0.0020467476366905,"Tlk2-204",0.0020467476366905,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.68685796078545e-08,-1.66268530868631,0.087,0.51,0.00206495781718205,"Tcerg1-203",0.00206495781718205,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.68821850543903e-08,-1.27146142229284,0.096,0.529,0.00206600345017011,"Bnip3l-202",0.00206600345017011,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.70965607233628e-08,-1.01534746915999,0.115,0.588,0.00208247907783333,"Noc2l-201",0.00208247907783333,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.7357014959906e-08,-1.25678465918658,0.385,0.902,0.00210249602772862,"Vcp-201",0.00210249602772862,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.74243539627356e-08,-2.13716133985675,0.029,0.373,0.00210767129945208,"Usp5-201",0.00210767129945208,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.74243539627356e-08,-1.81395117519912,0.029,0.373,0.00210767129945208,"Smg6-201",0.00210767129945208,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.75539357749847e-08,-2.33523309810887,0.038,0.392,0.00211763018005067,"Phf23-209",0.00211763018005067,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.76781783448136e-08,-1.76875932603721,0.096,0.529,0.00212717871851231,"Ssrp1-204",0.00212717871851231,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.77582456998381e-08,-1.55156453806622,0.067,0.471,0.00213333221501536,"Ncoa4-202",0.00213333221501536,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.82421746022444e-08,-3.47820749407685,0.019,0.333,0.00217052408688089,"Satb1-208",0.00217052408688089,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.84273867829641e-08,-1.21082887063843,0.029,0.373,0.00218475838381792,"Golph3-205",0.00218475838381792,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.84273867829641e-08,-1.55688116697753,0.029,0.373,0.00218475838381792,"Rnf168-201",0.00218475838381792,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.84273867829641e-08,-1.55688116697753,0.029,0.373,0.00218475838381792,"Rnf168-203",0.00218475838381792,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.84273867829641e-08,-1.35299606926848,0.029,0.373,0.00218475838381792,"Desi1-206",0.00218475838381792,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.85219925531136e-08,-2.31332454906937,0.048,0.412,0.002192029215677,"Lig3-211",0.002192029215677,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.85246046926799e-08,-2.13493349473963,0.038,0.392,0.00219222996905122,"Mtmr2-201",0.00219222996905122,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.86488613223691e-08,-1.22052056946443,0.115,0.588,0.00220177958806936,"Kat6a-204",0.00220177958806936,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.88910032169619e-08,-1.31309112073518,0.317,0.824,0.00222038916123639,"Actn1-201",0.00222038916123639,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.91536553911895e-08,-1.2137939272318,0.096,0.549,0.00224057503143448,"Fasn-201",0.00224057503143448,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.9465976364892e-08,-1.06998537535717,0.029,0.373,0.00226457814754741,"Rbm10-203",0.00226457814754741,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.9465976364892e-08,-1.15812240743393,0.029,0.373,0.00226457814754741,"Sf3a3-201",0.00226457814754741,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
2.94923789086929e-08,-2.65588518668054,0.048,0.412,0.00226660728864868,"Pcbp2-212",0.00226660728864868,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.0484968063777e-08,-3.41144829657497,0.019,0.333,0.00234289173557352,"Kdm6a-202",0.00234289173557352,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.05413408157886e-08,-1.01074343342804,0.029,0.373,0.00234722420705662,"Mepce-201",0.00234722420705662,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.05664674489654e-08,-2.77562175819766,0.038,0.392,0.00234915528932279,"Tra2a-202",0.00234915528932279,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.05664674489654e-08,-2.39388620155094,0.038,0.392,0.00234915528932279,"Akap11-201",0.00234915528932279,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.10787737302357e-08,-1.01886106131899,0.125,0.588,0.00238852807626354,"Ncam1-204",0.00238852807626354,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.13848751743089e-08,-1.10800020071447,0.135,0.627,0.00241205319664633,"Sumo2-207",0.00241205319664633,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.144178469585e-08,-1.35239606301464,0.067,0.471,0.00241642692101486,"Rbm15-201",0.00241642692101486,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.15378119300938e-08,-1.55094444126923,0.365,0.843,0.00242380699807543,"Ubc-202",0.00242380699807543,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.15578107680061e-08,-1.15911646544797,0.24,0.765,0.00242534398876434,"Septin11-201",0.00242534398876434,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.19628473414827e-08,-1.99331105035058,0.077,0.49,0.00245647266958231,"Srsf3-202",0.00245647266958231,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.23988964697268e-08,-1.15955489953112,0.212,0.765,0.00248998478928438,"Rbbp4-201",0.00248998478928438,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.24318610854908e-08,-1.67637666105015,0.058,0.451,0.00249251825186431,"Pgk1-203",0.00249251825186431,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.27498296939337e-08,-2.25770453598234,0.038,0.392,0.00251695541129758,"Helz-202",0.00251695541129758,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.29001483689888e-08,-3.41580823507476,0.019,0.333,0.00252850800275026,"Memo1-203",0.00252850800275026,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.29239551095257e-08,-1.15581964973929,0.087,0.529,0.00253033764598749,"Prpf40a-208",0.00253033764598749,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.34563011172251e-08,-1.20759323995631,0.635,0.98,0.00257125056606322,"Igf2-205",0.00257125056606322,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.50032125679549e-08,-1.93248647682978,0.077,0.49,0.00269013689869761,"Pacsin2-206",0.00269013689869761,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.55005007284076e-08,-3.08894658431099,0.019,0.333,0.00272835548298104,"Cyfip1-212",0.00272835548298104,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.55005007284076e-08,-3.41182441239852,0.019,0.333,0.00272835548298104,"Usp37-205",0.00272835548298104,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.559766854522e-08,-1.0499218073483,0.067,0.471,0.00273582321837434,"Prcc-201",0.00273582321837434,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.56838795429074e-08,-1.30347605209128,0.058,0.451,0.0027424488783906,"Cebpz-204",0.0027424488783906,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.6311052718565e-08,-2.35334450460514,0.038,0.392,0.00279064964563259,"Med19-201",0.00279064964563259,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.6311052718565e-08,-2.53158127021975,0.038,0.392,0.00279064964563259,"Kdm2b-202",0.00279064964563259,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.6311052718565e-08,-2.53158127021975,0.038,0.392,0.00279064964563259,"Kdm2b-203",0.00279064964563259,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.70053058943544e-08,-1.52987739589121,0.096,0.529,0.00284400577920471,"Ptk2-201",0.00284400577920471,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.70053058943544e-08,-1.64369015970298,0.096,0.529,0.00284400577920471,"Ddx17-203",0.00284400577920471,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.71840288875304e-08,-1.20304788211307,0.077,0.49,0.00285774135612226,"Ankrd13a-201",0.00285774135612226,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.72353701847102e-08,-1.37757156227955,0.087,0.51,0.00286168714017572,"Ep300-201",0.00286168714017572,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.75795176633147e-08,-1.7048260724518,0.038,0.392,0.00288813625049638,"Slc4a1ap-209",0.00288813625049638,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.75795176633147e-08,-1.7048260724518,0.038,0.392,0.00288813625049638,"Slc4a1ap-201",0.00288813625049638,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.75795176633147e-08,-1.57807098941075,0.038,0.392,0.00288813625049638,"Celf1-204",0.00288813625049638,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.80253049859053e-08,-1.05923938927701,0.058,0.451,0.00292239678938676,"Baz2a-209",0.00292239678938676,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.80253049859053e-08,-1.05923938927701,0.058,0.451,0.00292239678938676,"Baz2a-201",0.00292239678938676,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.80253049859053e-08,-1.02487504732047,0.058,0.451,0.00292239678938676,"Suz12-206",0.00292239678938676,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.82997218607404e-08,-2.87837463246736,0.019,0.333,0.00294348682388534,"Gtf2a1-202",0.00294348682388534,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.82997218607404e-08,-2.66637838515439,0.019,0.333,0.00294348682388534,"Ints10-203",0.00294348682388534,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.82997218607404e-08,-2.28915815731068,0.019,0.333,0.00294348682388534,"Fam91a1-201",0.00294348682388534,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.82997218607404e-08,-2.91349532541257,0.019,0.333,0.00294348682388534,"Wnk2-204",0.00294348682388534,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.84971667415192e-08,-2.06725293058853,0.048,0.412,0.00295866125275271,"Pcgf3-202",0.00295866125275271,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.88909106924326e-08,-1.9283237149961,0.038,0.392,0.00298892205035622,"Alas1-207",0.00298892205035622,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.88909106924326e-08,-1.9283237149961,0.038,0.392,0.00298892205035622,"Alas1-201",0.00298892205035622,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.88909106924326e-08,-1.24392393075551,0.038,0.392,0.00298892205035622,"Exosc8-201",0.00298892205035622,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.88909106924326e-08,-1.23257186688029,0.038,0.392,0.00298892205035622,"Rbm7-204",0.00298892205035622,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.93598464872376e-08,-1.09747333152452,0.558,0.961,0.00302496164193016,"Ybx1-201",0.00302496164193016,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.94977875795995e-08,-1.49139077149558,0.087,0.51,0.00303556296664254,"Ptk2-216",0.00303556296664254,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
3.95510987464182e-08,-1.32541845397641,0.26,0.745,0.00303966014305722,"Alyref-201",0.00303966014305722,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.02466349889776e-08,-1.82389273492603,0.038,0.392,0.00309311488544289,"Sin3a-207",0.00309311488544289,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.02466349889776e-08,-1.29587289721714,0.038,0.392,0.00309311488544289,"Klf10-202",0.00309311488544289,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.02842377597534e-08,-1.30999953958221,0.067,0.471,0.00309600480878809,"Wapl-205",0.00309600480878809,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.06784298933858e-08,-1.24271501015506,0.087,0.51,0.00312630005102627,"Gon4l-201",0.00312630005102627,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.11352300872999e-08,-1.85907117127362,0.048,0.412,0.00316140697312935,"Ktn1-207",0.00316140697312935,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.1188958179914e-08,-1.51637717239301,0.163,0.627,0.00316553619195911,"Actn4-211",0.00316553619195911,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.13124821650404e-08,-2.55758079272465,0.019,0.333,0.00317502950431202,"Pigt-205",0.00317502950431202,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.1534381448631e-08,-1.48387588026088,0.096,0.529,0.00319208335185309,"Ddx17-201",0.00319208335185309,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.16481378708911e-08,-1.77695798798062,0.038,0.392,0.00320082598792947,"Pds5b-201",0.00320082598792947,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.16481378708911e-08,-1.95232049551744,0.038,0.392,0.00320082598792947,"Diaph1-201",0.00320082598792947,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.19478900599134e-08,-1.15658439711691,0.077,0.49,0.00322386314266458,"Bms1-201",0.00322386314266458,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.22026643803377e-08,-1.00605889205794,0.115,0.588,0.00324344356828647,"Jade3-202",0.00324344356828647,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.2260146994483e-08,-2.3724599211209,0.067,0.451,0.003247861337114,"Cdc73-201",0.003247861337114,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.25191750309927e-08,-2.15501000296052,0.048,0.412,0.00326776867783192,"Lyar-206",0.00326776867783192,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29029753626994e-08,-1.77180048451576,0.202,0.647,0.0032972652685249,"Trip12-207",0.0032972652685249,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-2.60613189043316,0.019,0.333,0.00329732914113342,"Nde1-201",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-3.15350177589636,0.019,0.333,0.00329732914113342,"Chdh-202",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-2.69549620383648,0.019,0.333,0.00329732914113342,"Mark3-201",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-2.69549620383648,0.019,0.333,0.00329732914113342,"Mark3-202",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-3.04718478594997,0.019,0.333,0.00329732914113342,"Myh10-201",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.29038064529292e-08,-2.12178791749052,0.019,0.333,0.00329732914113342,"Isyna1-201",0.00329732914113342,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.30969121205589e-08,-1.64263167688494,0.038,0.392,0.00331217008411343,"Cacul1-201",0.00331217008411343,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.30969121205589e-08,-1.17222407597439,0.038,0.392,0.00331217008411343,"Ruvbl2-201",0.00331217008411343,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.30969121205589e-08,-1.18329687708104,0.038,0.392,0.00331217008411343,"Nsd2-209",0.00331217008411343,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.35471815411703e-08,-1.86645256167757,0.058,0.431,0.0033467750901651,"Gnl3-201",0.0033467750901651,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.4268855718667e-08,-2.13401200841436,0.077,0.471,0.00340223863740243,"Dhx9-202",0.00340223863740243,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.44407538367218e-08,-1.20904316302906,0.135,0.627,0.00341544969536742,"Clip2-202",0.00341544969536742,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.45544919249366e-08,-2.11279039115917,0.019,0.333,0.00342419092239908,"Desi1-205",0.00342419092239908,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.45544919249366e-08,-2.64631825456099,0.019,0.333,0.00342419092239908,"Nup205-204",0.00342419092239908,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.45544919249366e-08,-2.64631825456099,0.019,0.333,0.00342419092239908,"Nup205-201",0.00342419092239908,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.45544919249366e-08,-2.02176288478763,0.019,0.333,0.00342419092239908,"Map3k3-201",0.00342419092239908,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.5423779374458e-08,-1.84314392411662,0.048,0.412,0.00349099914004459,"Ktn1-224",0.00349099914004459,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.5423779374458e-08,-1.83901942166318,0.048,0.412,0.00349099914004459,"Ktn1-205",0.00349099914004459,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.5423779374458e-08,-1.83026519462829,0.048,0.412,0.00349099914004459,"Ktn1-202",0.00349099914004459,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.5423779374458e-08,-2.04167721237729,0.048,0.412,0.00349099914004459,"Mrtfb-204",0.00349099914004459,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.55179462485947e-08,-1.39459894225448,0.144,0.627,0.0034982362409895,"Copa-206",0.0034982362409895,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.57525818903086e-08,-1.02235457359566,0.087,0.51,0.00351626892859778,"Stk10-201",0.00351626892859778,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.58982094486755e-08,-1.08405973498174,0.106,0.549,0.00352746098896851,"Kdm5c-202",0.00352746098896851,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.62666764112948e-08,-2.04389041393379,0.019,0.333,0.00355577914891365,"Plcd1-202",0.00355577914891365,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.62666764112948e-08,-1.70324634145094,0.019,0.333,0.00355577914891365,"Kctd20-204",0.00355577914891365,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.62666764112948e-08,-1.3079819527336,0.019,0.333,0.00355577914891365,"Arhgef1-213",0.00355577914891365,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.62666764112948e-08,-2.34556647154449,0.019,0.333,0.00355577914891365,"Camsap1-202",0.00355577914891365,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.64625645692874e-08,-1.24913101367032,0.24,0.765,0.00357083393740801,"Fscn1-201",0.00357083393740801,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.65989574700805e-08,-1.25955510520654,0.096,0.529,0.00358131627740556,"Ilf3-201",0.00358131627740556,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.69473199140417e-08,-2.20881537870813,0.048,0.412,0.00360808932467376,"H1f1-201",0.00360808932467376,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.71139927218253e-08,-1.08324963768214,0.087,0.51,0.00362089879664316,"Glrx3-203",0.00362089879664316,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.73462777621122e-08,-1.18145323943526,0.163,0.667,0.00363875083112937,"Trio-201",0.00363875083112937,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.77425018632877e-08,-1.01800810778389,0.038,0.392,0.00366920223820111,"A430005L14Rik-201",0.00366920223820111,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.77425018632877e-08,-1.2411784408502,0.038,0.392,0.00366920223820111,"Dnajc7-222",0.00366920223820111,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.79557765412951e-08,-1.51772714288857,0.096,0.529,0.0036855932503047,"Ss18-201",0.0036855932503047,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.80425717914844e-08,-2.38916869116889,0.019,0.333,0.00369226381246274,"Aen-202",0.00369226381246274,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.80425717914844e-08,-1.72364156437391,0.019,0.333,0.00369226381246274,"Stk25-204",0.00369226381246274,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.84921018031027e-08,-1.43184688337817,0.163,0.647,0.00372681199197566,"Eprs-201",0.00372681199197566,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.85566028383335e-08,-1.41984251148767,0.106,0.549,0.00373176915453729,"Leng8-203",0.00373176915453729,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9381263350262e-08,-1.93149103680601,0.067,0.451,0.00379514761352103,"Kpna2-201",0.00379514761352103,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9396247395678e-08,-1.552986310745,0.038,0.392,0.00379629919734744,"Ccnl1-206",0.00379629919734744,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.94942083723287e-08,-1.44049186925861,0.058,0.431,0.00380382789024695,"Mta3-208",0.00380382789024695,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9884466449282e-08,-1.31912984396911,0.019,0.333,0.00383382078449312,"Ambra1-202",0.00383382078449312,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9884466449282e-08,-1.74686860294388,0.019,0.333,0.00383382078449312,"Srp54a-201",0.00383382078449312,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9884466449282e-08,-1.4879957067873,0.019,0.333,0.00383382078449312,"Phc1-207",0.00383382078449312,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
4.9884466449282e-08,-1.4879957067873,0.019,0.333,0.00383382078449312,"Phc1-216",0.00383382078449312,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.01444102533034e-08,-2.20942985830724,0.048,0.412,0.00385379850560738,"Rnf4-204",0.00385379850560738,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.01444102533034e-08,-1.47031286372045,0.048,0.412,0.00385379850560738,"Camsap2-202",0.00385379850560738,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.1313782294658e-08,-1.06140221241328,0.135,0.608,0.00394366942447364,"Cops2-203",0.00394366942447364,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.13639833629846e-08,-1.323008953149,0.106,0.549,0.00394752757737882,"Prpf4b-201",0.00394752757737882,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.15181414790112e-08,-1.31751797744898,0.067,0.471,0.00395937524522792,"Cd2bp2-203",0.00395937524522792,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.18211103063369e-08,-1.48415595410805,0.048,0.412,0.00398265961148322,"Specc1-213",0.00398265961148322,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.24597585820478e-08,-1.16206255022195,0.163,0.667,0.0040317422860647,"ENSMUST00000249998.1",0.0040317422860647,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.2838050485444e-08,-2.33285319364227,0.029,0.353,0.00406081553200831,"Dnaja3-202",0.00406081553200831,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
5.28719336848169e-08,-1.64443204720808,0.038,0.392,0.00406341959141292,"Arhgef3-201",0.00406341959141292,"Down","Isoform","Glycogen Trophoblasts","E12.5Semi-AllovsE12.5Syn"
